               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.009051,           0.0030934,          0.00012229,             0.99161,             0.98719,             0.99044,             0.81748,            0.016377,           0.0039398,           0.0016909,          0.00078062,          0.00078062,          0.00078062
                 151,           0.0087046,           0.0029613,          0.00012213,             0.99147,              0.9876,             0.99079,             0.81912,            0.016345,           0.0039669,           0.0016862,          0.00071875,          0.00071875,          0.00071875
                 152,           0.0087036,           0.0030611,          0.00014207,             0.99142,             0.98773,             0.99102,             0.81895,            0.016311,           0.0039842,           0.0016907,          0.00065688,          0.00065688,          0.00065688
                 153,           0.0087294,           0.0030359,          0.00010468,             0.99133,             0.98885,             0.99229,               0.819,            0.016317,           0.0039898,           0.0016992,            0.000595,            0.000595,            0.000595
                 154,           0.0087908,           0.0030263,          9.8385e-05,              0.9914,             0.98879,             0.99228,              0.8188,            0.016307,           0.0039924,           0.0017107,          0.00053312,          0.00053312,          0.00053312
                 155,           0.0085697,           0.0029728,          0.00011922,             0.99096,             0.98885,             0.99227,             0.82055,            0.016303,           0.0039993,           0.0017142,          0.00047125,          0.00047125,          0.00047125
                 156,            0.008655,            0.003064,          9.3972e-05,             0.99147,             0.98755,             0.99226,             0.82057,            0.016312,           0.0040022,           0.0017239,          0.00040938,          0.00040938,          0.00040938
                 157,           0.0086686,           0.0029534,          0.00014691,             0.99149,             0.98744,             0.99098,             0.82003,            0.016335,           0.0040086,           0.0017259,           0.0003475,           0.0003475,           0.0003475
                 158,            0.008542,           0.0029763,          8.9389e-05,             0.99046,             0.98635,             0.98982,             0.82105,            0.016349,           0.0040183,           0.0017246,          0.00028563,          0.00028563,          0.00028563
                 159,           0.0084694,           0.0029565,          9.5098e-05,             0.99047,             0.98642,             0.98979,             0.82031,            0.016352,           0.0040242,           0.0017205,          0.00022375,          0.00022375,          0.00022375
